t,cmdty,state_id,state,market_id,market_name,state_name,district_id,district_name,qty
"2023-12-31","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-30","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","1"
"2023-12-30","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.25"
"2023-12-30","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-29","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","2"
"2023-12-29","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.86"
"2023-12-29","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4"
"2023-12-28","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-28","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.79"
"2023-12-28","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.5"
"2023-12-27","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.5"
"2023-12-27","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.86"
"2023-12-26","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.76"
"2023-12-26","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-26","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.5"
"2023-12-24","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-23","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-22","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.5"
"2023-12-22","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-21","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.9"
"2023-12-21","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.25"
"2023-12-21","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-20","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4"
"2023-12-20","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.9"
"2023-12-20","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","30"
"2023-12-19","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.25"
"2023-12-19","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","3"
"2023-12-18","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","6"
"2023-12-18","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.95"
"2023-12-18","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4"
"2023-12-16","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.25"
"2023-12-16","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.86"
"2023-12-16","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","6"
"2023-12-15","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.9"
"2023-12-15","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.5"
"2023-12-15","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","12"
"2023-11-30","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.74"
"2023-11-30","Coffee","32","Kerala","150","Kalpetta","Kerala","590","Wayanad","4.5"
"2023-11-30","Coffee","32","Kerala","2154","Pulpally","Kerala","590","Wayanad","5"
"2023-11-29","Coffee","32","Kerala","2374","Manathavady","Kerala","590","Wayanad","0.78"
