date,temp_2m_C,rh_2m_percent,rain_mm,soil_temp_0_7_cm_C,soil_temp_7_28_cm_C,district
2023-01-01,25.6,72,0.0,28.0,27.5,Thiruvananthapuram
2023-01-02,25.8,68,0.0,28.4,27.7,Thiruvananthapuram
2023-01-03,26.0,62,0.0,28.5,27.7,Thiruvananthapuram
2023-01-04,26.0,68,0.0,28.6,27.9,Thiruvananthapuram
2023-01-05,26.0,69,0.0,28.7,28.0,Thiruvananthapuram
2023-01-06,27.1,66,0.5,29.7,28.3,Thiruvananthapuram
2023-01-07,27.1,67,0.5,29.8,28.6,Thiruvananthapuram
2023-01-08,27.2,64,0.0,30.2,28.7,Thiruvananthapuram
2023-01-09,27.1,68,0.2,30.1,29.0,Thiruvananthapuram
2023-01-10,26.1,68,0.0,29.3,28.9,Thiruvananthapuram
2023-01-11,25.1,65,0.0,28.3,28.4,Thiruvananthapuram
2023-01-12,24.6,70,0.0,27.6,27.9,Thiruvananthapuram
2023-01-13,24.9,68,0.0,27.9,27.6,Thiruvananthapuram
2023-01-14,25.4,69,0.0,28.3,27.8,Thiruvananthapuram
2023-01-15,25.6,71,0.0,28.5,27.9,Thiruvananthapuram
2023-01-16,25.9,72,0.0,28.9,28.1,Thiruvananthapuram
2023-01-17,26.3,71,0.2,29.0,28.3,Thiruvananthapuram
2023-01-18,26.5,69,0.0,29.1,28.3,Thiruvananthapuram
2023-01-19,25.6,64,0.0,28.5,28.2,Thiruvananthapuram
2023-01-20,25.3,62,0.0,28.0,28.0,Thiruvananthapuram
2023-01-21,26.1,62,0.0,28.4,27.9,Thiruvananthapuram
2023-01-22,26.5,68,0.0,29.0,28.2,Thiruvananthapuram
2023-01-23,26.0,72,2.2,27.6,28.2,Thiruvananthapuram
2023-01-24,25.3,84,29.8,26.8,27.8,Thiruvananthapuram
2023-01-25,25.1,84,0.2,26.9,26.9,Thiruvananthapuram
2023-01-26,25.7,78,0.0,27.3,27.2,Thiruvananthapuram
2023-01-27,25.7,77,0.0,27.6,27.4,Thiruvananthapuram
2023-01-28,25.4,77,0.6,27.5,27.3,Thiruvananthapuram
2023-01-29,24.8,70,0.0,27.2,27.3,Thiruvananthapuram
2023-01-30,26.4,71,0.5,28.1,27.5,Thiruvananthapuram
2023-01-31,25.9,80,12.7,27.5,27.4,Thiruvananthapuram
2023-02-01,25.8,84,0.0,27.4,27.1,Thiruvananthapuram
2023-02-02,24.9,87,7.5,25.8,26.8,Thiruvananthapuram
2023-02-03,24.7,85,24.1,25.3,25.6,Thiruvananthapuram
2023-02-04,25.6,84,3.4,26.5,26.4,Thiruvananthapuram
2023-02-05,26.0,84,0.1,27.4,26.9,Thiruvananthapuram
2023-02-06,25.9,76,0.0,27.5,27.3,Thiruvananthapuram
2023-02-07,25.7,74,0.0,27.4,27.3,Thiruvananthapuram
2023-02-08,25.7,76,0.0,27.7,27.4,Thiruvananthapuram
2023-02-09,25.6,78,0.0,28.0,27.6,Thiruvananthapuram
2023-02-10,25.8,74,0.0,28.1,27.8,Thiruvananthapuram
2023-02-11,25.4,73,0.0,27.8,27.6,Thiruvananthapuram
2023-02-12,25.3,74,0.0,28.2,27.7,Thiruvananthapuram
2023-02-13,25.7,73,0.0,28.6,27.8,Thiruvananthapuram
2023-02-14,26.0,67,0.0,29.1,28.3,Thiruvananthapuram
2023-02-15,25.5,72,0.0,28.5,28.2,Thiruvananthapuram
2023-02-16,26.2,67,0.0,29.4,28.2,Thiruvananthapuram
2023-02-17,25.9,68,0.0,29.0,28.4,Thiruvananthapuram
2023-02-18,26.4,62,0.0,29.5,28.5,Thiruvananthapuram
2023-02-19,26.2,66,0.0,29.1,28.6,Thiruvananthapuram
2023-02-20,27.0,69,0.1,29.8,28.8,Thiruvananthapuram
2023-02-21,27.1,74,0.5,30.2,29.0,Thiruvananthapuram
2023-02-22,26.9,70,0.0,30.1,29.2,Thiruvananthapuram
2023-02-23,26.2,59,0.0,29.5,29.1,Thiruvananthapuram
2023-02-24,26.4,66,0.0,29.7,29.1,Thiruvananthapuram
2023-02-25,26.9,69,0.0,30.2,29.2,Thiruvananthapuram
2023-02-26,26.7,63,0.0,30.0,29.3,Thiruvananthapuram
2023-02-27,26.1,59,0.0,29.5,29.1,Thiruvananthapuram
2023-02-28,27.0,61,0.2,29.3,29.0,Thiruvananthapuram
2023-03-01,28.3,66,0.5,31.0,29.4,Thiruvananthapuram
2023-03-02,27.5,59,0.0,30.6,29.7,Thiruvananthapuram
2023-03-03,27.3,59,0.0,30.9,29.9,Thiruvananthapuram
2023-03-04,27.7,62,0.6,31.2,30.0,Thiruvananthapuram
2023-03-05,28.3,65,1.4,31.6,30.2,Thiruvananthapuram
2023-03-06,27.7,68,0.0,31.0,30.3,Thiruvananthapuram
2023-03-07,27.5,65,0.1,31.0,30.3,Thiruvananthapuram
2023-03-08,28.0,66,0.4,31.3,30.3,Thiruvananthapuram
2023-03-09,28.1,69,0.8,31.4,30.6,Thiruvananthapuram
2023-03-10,27.7,66,0.0,30.8,30.5,Thiruvananthapuram
2023-03-11,27.8,66,0.0,31.2,30.4,Thiruvananthapuram
2023-03-12,28.2,68,0.0,31.8,30.6,Thiruvananthapuram
2023-03-13,28.6,65,0.9,31.9,30.9,Thiruvananthapuram
2023-03-14,28.2,66,0.2,31.7,30.9,Thiruvananthapuram
2023-03-15,27.9,72,1.8,31.4,30.8,Thiruvananthapuram
2023-03-16,27.4,77,6.1,30.1,30.4,Thiruvananthapuram
2023-03-17,26.8,83,6.5,29.0,29.6,Thiruvananthapuram
2023-03-18,26.9,82,5.7,29.2,29.1,Thiruvananthapuram
2023-03-19,27.1,82,2.5,29.4,29.2,Thiruvananthapuram
2023-03-20,26.3,83,8.2,28.5,29.1,Thiruvananthapuram
2023-03-21,27.8,76,0.0,29.6,28.8,Thiruvananthapuram
2023-03-22,28.1,72,0.4,30.5,29.5,Thiruvananthapuram
2023-03-23,28.0,73,0.0,30.8,29.9,Thiruvananthapuram
2023-03-24,27.1,80,6.7,29.1,29.9,Thiruvananthapuram
2023-03-25,28.0,75,9.0,30.1,29.7,Thiruvananthapuram
2023-03-26,27.1,81,17.4,29.3,30.0,Thiruvananthapuram
2023-03-27,27.9,78,1.0,29.7,29.3,Thiruvananthapuram
2023-03-28,28.7,77,7.2,30.5,29.9,Thiruvananthapuram
2023-03-29,27.8,83,7.7,29.9,30.0,Thiruvananthapuram
2023-03-30,27.2,81,9.4,29.0,29.5,Thiruvananthapuram
2023-03-31,27.8,77,0.1,30.0,29.3,Thiruvananthapuram
2023-04-01,28.1,76,2.7,30.3,29.9,Thiruvananthapuram
2023-04-02,28.0,76,1.0,30.3,29.7,Thiruvananthapuram
2023-04-03,27.7,78,3.3,29.7,29.8,Thiruvananthapuram
2023-04-04,27.1,81,4.4,29.1,29.3,Thiruvananthapuram
2023-04-05,27.1,82,3.9,28.5,28.8,Thiruvananthapuram
2023-04-06,27.7,79,1.7,29.3,28.7,Thiruvananthapuram
2023-04-07,27.0,81,5.4,28.7,28.8,Thiruvananthapuram
2023-04-08,27.1,77,2.6,29.0,28.6,Thiruvananthapuram
2023-04-09,26.8,79,9.9,28.3,28.7,Thiruvananthapuram
2023-04-10,27.2,81,1.5,29.0,28.5,Thiruvananthapuram
2023-04-11,27.6,78,1.5,29.8,29.1,Thiruvananthapuram
2023-04-12,28.0,77,0.8,30.4,29.5,Thiruvananthapuram
2023-04-13,28.2,78,0.4,30.9,30.0,Thiruvananthapuram
2023-04-14,28.6,77,0.0,31.4,30.5,Thiruvananthapuram
2023-04-15,28.1,79,3.2,30.9,30.6,Thiruvananthapuram
2023-04-16,27.4,83,7.9,29.2,30.0,Thiruvananthapuram
2023-04-17,28.3,78,2.3,30.4,29.8,Thiruvananthapuram
2023-04-18,28.9,77,2.6,32.0,30.5,Thiruvananthapuram
2023-04-19,28.5,81,6.9,31.0,30.8,Thiruvananthapuram
2023-04-20,28.2,82,2.2,30.7,30.5,Thiruvananthapuram
2023-04-21,28.0,81,3.6,30.4,30.4,Thiruvananthapuram
2023-04-22,28.1,79,0.1,30.7,30.1,Thiruvananthapuram
2023-04-23,28.7,78,2.7,30.6,30.2,Thiruvananthapuram
2023-04-24,28.8,80,13.4,30.9,30.3,Thiruvananthapuram
2023-04-25,27.3,85,17.8,29.3,29.9,Thiruvananthapuram
2023-04-26,26.6,87,20.3,28.4,29.0,Thiruvananthapuram
2023-04-27,27.4,86,6.4,28.8,28.7,Thiruvananthapuram
2023-04-28,27.2,85,9.6,28.8,28.9,Thiruvananthapuram
2023-04-29,25.9,91,28.6,27.5,28.2,Thiruvananthapuram
2023-04-30,26.0,89,19.4,27.1,27.4,Thiruvananthapuram
2023-05-01,26.1,89,14.8,27.2,27.5,Thiruvananthapuram
2023-05-02,26.2,89,30.8,27.2,27.3,Thiruvananthapuram
2023-05-03,26.2,87,18.5,26.9,27.1,Thiruvananthapuram
2023-05-04,27.9,81,0.0,28.6,28.2,Thiruvananthapuram
2023-05-05,28.0,77,0.0,28.5,28.6,Thiruvananthapuram
2023-05-06,27.8,78,1.8,29.1,28.7,Thiruvananthapuram
2023-05-07,26.9,84,1.4,27.7,28.1,Thiruvananthapuram
2023-05-08,28.1,77,1.3,29.1,28.5,Thiruvananthapuram
2023-05-09,26.9,86,26.5,28.3,28.7,Thiruvananthapuram
2023-05-10,27.1,86,6.0,28.1,27.9,Thiruvananthapuram
2023-05-11,26.3,89,6.0,27.7,27.8,Thiruvananthapuram
2023-05-12,27.2,87,4.3,28.4,28.0,Thiruvananthapuram
2023-05-13,27.6,85,4.4,28.5,28.3,Thiruvananthapuram
2023-05-14,28.0,84,5.2,29.0,28.6,Thiruvananthapuram
2023-05-15,28.0,84,2.9,29.2,28.9,Thiruvananthapuram
2023-05-16,28.7,81,1.3,29.7,29.1,Thiruvananthapuram
2023-05-17,29.1,81,0.3,30.2,29.6,Thiruvananthapuram
2023-05-18,28.4,85,6.4,29.7,29.6,Thiruvananthapuram
2023-05-19,27.5,86,7.1,28.9,29.0,Thiruvananthapuram
2023-05-20,27.6,86,1.6,29.1,28.9,Thiruvananthapuram
2023-05-21,27.3,85,3.9,28.8,28.9,Thiruvananthapuram
2023-05-22,26.6,89,2.4,28.2,28.4,Thiruvananthapuram
2023-05-23,27.5,84,2.6,28.7,28.3,Thiruvananthapuram
2023-05-24,27.9,82,2.3,29.4,29.0,Thiruvananthapuram
2023-05-25,27.8,83,0.4,29.3,29.0,Thiruvananthapuram
2023-05-26,28.1,81,1.0,29.5,29.2,Thiruvananthapuram
2023-05-27,27.8,82,3.0,29.1,29.1,Thiruvananthapuram
2023-05-28,28.1,82,2.1,29.0,28.9,Thiruvananthapuram
2023-05-29,28.4,81,7.3,29.4,29.0,Thiruvananthapuram
2023-05-30,27.7,86,12.0,28.8,29.0,Thiruvananthapuram
2023-05-31,27.2,86,9.9,28.4,28.5,Thiruvananthapuram
2023-06-01,26.8,87,13.6,28.0,28.1,Thiruvananthapuram
2023-06-02,27.3,86,0.7,28.7,28.4,Thiruvananthapuram
2023-06-03,27.7,85,13.3,28.9,28.6,Thiruvananthapuram
2023-06-04,27.4,84,2.7,28.3,28.3,Thiruvananthapuram
2023-06-05,27.2,85,5.4,28.4,28.6,Thiruvananthapuram
2023-06-06,27.4,85,3.9,28.4,28.3,Thiruvananthapuram
2023-06-07,25.9,89,9.2,27.0,27.8,Thiruvananthapuram
2023-06-08,26.6,86,8.0,27.3,27.3,Thiruvananthapuram
2023-06-09,26.2,88,11.0,27.4,27.5,Thiruvananthapuram
2023-06-10,27.1,84,4.3,27.8,27.4,Thiruvananthapuram
2023-06-11,27.1,83,5.3,27.9,27.7,Thiruvananthapuram
2023-06-12,26.1,89,12.9,27.3,27.5,Thiruvananthapuram
2023-06-13,26.4,87,6.5,27.1,27.3,Thiruvananthapuram
2023-06-14,27.2,83,1.1,27.9,27.6,Thiruvananthapuram
2023-06-15,27.5,83,0.5,28.5,28.1,Thiruvananthapuram
2023-06-16,27.7,82,1.6,28.6,28.3,Thiruvananthapuram
2023-06-17,26.6,85,2.2,28.1,28.3,Thiruvananthapuram
2023-06-18,26.8,85,1.6,27.7,27.8,Thiruvananthapuram
2023-06-19,26.2,88,4.3,27.3,27.6,Thiruvananthapuram
2023-06-20,26.4,87,1.0,27.5,27.4,Thiruvananthapuram
2023-06-21,26.3,88,2.6,27.5,27.5,Thiruvananthapuram
2023-06-22,26.8,86,0.7,27.9,27.6,Thiruvananthapuram
2023-06-23,27.0,83,0.7,28.6,28.2,Thiruvananthapuram
2023-06-24,27.0,83,0.1,28.7,28.3,Thiruvananthapuram
2023-06-25,25.7,88,21.6,27.2,27.9,Thiruvananthapuram
2023-06-26,25.8,88,3.4,26.8,27.0,Thiruvananthapuram
2023-06-27,25.3,90,13.1,26.0,26.4,Thiruvananthapuram
2023-06-28,26.0,86,1.2,27.0,26.6,Thiruvananthapuram
2023-06-29,25.7,88,3.2,26.8,26.8,Thiruvananthapuram
2023-06-30,26.4,86,1.7,27.5,27.2,Thiruvananthapuram
2023-07-01,26.5,86,5.3,27.6,27.6,Thiruvananthapuram
2023-07-02,25.6,89,25.9,26.7,27.2,Thiruvananthapuram
2023-07-03,24.9,91,19.6,25.4,26.0,Thiruvananthapuram
2023-07-04,24.3,93,53.9,24.6,25.2,Thiruvananthapuram
2023-07-05,24.3,93,43.1,24.4,25.0,Thiruvananthapuram
2023-07-06,24.6,92,31.3,24.7,25.0,Thiruvananthapuram
2023-07-07,24.6,93,16.9,25.1,25.2,Thiruvananthapuram
2023-07-08,25.4,88,6.1,26.1,25.8,Thiruvananthapuram
2023-07-09,26.4,85,0.7,27.4,26.7,Thiruvananthapuram
2023-07-10,26.2,87,0.7,27.2,27.1,Thiruvananthapuram
2023-07-11,25.6,90,4.2,26.8,26.9,Thiruvananthapuram
2023-07-12,26.3,88,1.1,27.6,27.2,Thiruvananthapuram
2023-07-13,25.9,86,8.7,27.1,27.2,Thiruvananthapuram
2023-07-14,25.9,87,1.9,27.0,26.8,Thiruvananthapuram
2023-07-15,26.4,86,0.7,27.5,27.2,Thiruvananthapuram
2023-07-16,26.4,87,1.2,27.6,27.5,Thiruvananthapuram
2023-07-17,26.4,86,1.0,27.8,27.7,Thiruvananthapuram
2023-07-18,26.3,84,5.0,27.4,27.5,Thiruvananthapuram
2023-07-19,26.0,86,4.0,27.1,27.1,Thiruvananthapuram
2023-07-20,25.9,88,7.8,26.9,26.9,Thiruvananthapuram
2023-07-21,27.0,83,1.9,27.8,27.5,Thiruvananthapuram
2023-07-22,26.4,84,3.6,27.7,27.7,Thiruvananthapuram
2023-07-23,25.4,88,2.4,26.5,27.0,Thiruvananthapuram
2023-07-24,25.1,90,2.8,25.9,26.4,Thiruvananthapuram
2023-07-25,25.3,88,7.5,26.3,26.5,Thiruvananthapuram
2023-07-26,25.4,88,0.7,26.4,26.3,Thiruvananthapuram
2023-07-27,25.9,86,0.4,26.9,26.7,Thiruvananthapuram
2023-07-28,26.5,83,0.1,27.6,27.2,Thiruvananthapuram
2023-07-29,26.7,82,0.0,27.9,27.5,Thiruvananthapuram
2023-07-30,26.5,83,0.0,27.9,27.6,Thiruvananthapuram
2023-07-31,26.3,85,0.5,27.8,27.6,Thiruvananthapuram
2023-08-01,26.4,84,0.5,27.9,27.7,Thiruvananthapuram
2023-08-02,26.4,85,0.0,28.0,27.7,Thiruvananthapuram
2023-08-03,26.4,85,0.8,27.9,27.7,Thiruvananthapuram
2023-08-04,26.5,84,2.2,28.0,27.9,Thiruvananthapuram
2023-08-05,27.3,77,0.1,28.5,28.1,Thiruvananthapuram
2023-08-06,27.0,81,0.1,28.7,28.3,Thiruvananthapuram
2023-08-07,26.9,83,0.2,28.6,28.3,Thiruvananthapuram
2023-08-08,26.8,84,0.9,28.4,28.3,Thiruvananthapuram
2023-08-09,26.7,85,0.4,28.4,28.1,Thiruvananthapuram
2023-08-10,26.6,86,0.6,28.2,28.1,Thiruvananthapuram
2023-08-11,26.9,85,1.6,28.5,28.2,Thiruvananthapuram
2023-08-12,26.3,85,3.3,27.7,27.9,Thiruvananthapuram
2023-08-13,26.6,83,1.1,28.3,28.0,Thiruvananthapuram
2023-08-14,26.2,85,1.3,28.3,28.1,Thiruvananthapuram
2023-08-15,26.3,83,0.1,28.3,28.1,Thiruvananthapuram
2023-08-16,26.0,82,0.0,28.3,28.1,Thiruvananthapuram
2023-08-17,26.2,86,2.0,28.4,28.2,Thiruvananthapuram
2023-08-18,26.3,84,2.4,28.4,28.3,Thiruvananthapuram
2023-08-19,26.1,83,0.7,28.2,28.2,Thiruvananthapuram
2023-08-20,26.6,83,0.6,28.6,28.3,Thiruvananthapuram
2023-08-21,27.3,82,1.7,29.1,28.6,Thiruvananthapuram
2023-08-22,27.5,82,2.7,29.1,28.7,Thiruvananthapuram
2023-08-23,27.1,83,0.4,29.0,28.7,Thiruvananthapuram
2023-08-24,27.0,82,0.2,29.4,28.8,Thiruvananthapuram
2023-08-25,26.9,83,0.2,29.5,28.9,Thiruvananthapuram
2023-08-26,26.9,82,0.3,29.5,29.0,Thiruvananthapuram
2023-08-27,27.2,82,0.5,29.7,29.1,Thiruvananthapuram
2023-08-28,26.6,84,6.4,29.2,29.1,Thiruvananthapuram
2023-08-29,25.5,89,17.1,26.7,27.9,Thiruvananthapuram
2023-08-30,26.0,87,5.0,26.8,27.0,Thiruvananthapuram
2023-08-31,25.8,91,34.7,26.9,27.3,Thiruvananthapuram
2023-09-01,25.8,90,17.2,26.9,26.9,Thiruvananthapuram
2023-09-02,25.3,92,18.1,26.3,26.8,Thiruvananthapuram
2023-09-03,24.3,93,30.1,25.3,26.1,Thiruvananthapuram
2023-09-04,25.0,92,20.9,25.4,25.8,Thiruvananthapuram
2023-09-05,24.2,93,26.3,25.1,25.8,Thiruvananthapuram
2023-09-06,25.1,90,13.2,26.0,25.9,Thiruvananthapuram
2023-09-07,24.4,93,26.2,25.1,25.8,Thiruvananthapuram
2023-09-08,25.1,89,16.2,25.8,25.8,Thiruvananthapuram
2023-09-09,25.1,91,18.9,25.7,25.9,Thiruvananthapuram
2023-09-10,24.8,91,34.8,25.5,25.7,Thiruvananthapuram
2023-09-11,25.1,90,12.8,25.5,25.7,Thiruvananthapuram
2023-09-12,25.9,89,1.8,26.3,25.9,Thiruvananthapuram
2023-09-13,25.8,89,13.2,26.7,26.6,Thiruvananthapuram
2023-09-14,25.3,91,7.9,26.3,26.4,Thiruvananthapuram
2023-09-15,25.6,89,5.5,26.5,26.3,Thiruvananthapuram
2023-09-16,25.6,88,6.1,26.5,26.4,Thiruvananthapuram
2023-09-17,25.3,90,5.8,25.8,26.0,Thiruvananthapuram
2023-09-18,24.7,93,31.9,25.8,26.0,Thiruvananthapuram
2023-09-19,24.5,93,20.0,25.5,25.7,Thiruvananthapuram
2023-09-20,25.4,91,14.0,26.3,26.2,Thiruvananthapuram
2023-09-21,25.1,91,21.5,26.2,26.3,Thiruvananthapuram
2023-09-22,24.7,93,17.7,25.6,25.9,Thiruvananthapuram
2023-09-23,25.6,90,12.3,26.6,26.5,Thiruvananthapuram
2023-09-24,26.0,87,12.6,26.6,26.5,Thiruvananthapuram
2023-09-25,26.0,87,17.2,26.7,26.7,Thiruvananthapuram
2023-09-26,25.9,89,2.4,27.1,26.9,Thiruvananthapuram
2023-09-27,25.6,90,16.7,26.5,26.6,Thiruvananthapuram
2023-09-28,25.4,90,18.8,26.2,26.2,Thiruvananthapuram
2023-09-29,24.0,95,50.6,24.6,25.4,Thiruvananthapuram
2023-09-30,24.2,95,31.2,24.8,25.2,Thiruvananthapuram
2023-10-01,24.7,93,35.2,25.1,25.3,Thiruvananthapuram
2023-10-02,25.0,92,24.7,25.6,25.5,Thiruvananthapuram
2023-10-03,25.5,90,13.4,26.0,25.7,Thiruvananthapuram
2023-10-04,25.5,91,10.8,26.4,26.0,Thiruvananthapuram
2023-10-05,25.9,90,5.4,26.5,26.3,Thiruvananthapuram
2023-10-06,26.5,87,2.0,27.0,26.7,Thiruvananthapuram
2023-10-07,26.6,85,2.3,27.5,27.0,Thiruvananthapuram
2023-10-08,26.6,85,5.0,27.5,27.3,Thiruvananthapuram
2023-10-09,26.4,87,6.8,27.6,27.3,Thiruvananthapuram
2023-10-10,26.1,89,15.9,27.2,27.2,Thiruvananthapuram
2023-10-11,25.4,90,10.0,26.6,26.8,Thiruvananthapuram
2023-10-12,25.1,91,20.6,26.2,26.4,Thiruvananthapuram
2023-10-13,25.1,91,12.3,26.1,26.2,Thiruvananthapuram
2023-10-14,25.2,90,16.3,26.1,26.2,Thiruvananthapuram
2023-10-15,24.8,91,29.8,25.3,25.7,Thiruvananthapuram
2023-10-16,26.0,88,3.1,26.9,26.4,Thiruvananthapuram
2023-10-17,25.5,89,34.3,26.5,26.6,Thiruvananthapuram
2023-10-18,25.4,90,17.3,26.2,26.3,Thiruvananthapuram
2023-10-19,25.5,90,12.3,26.6,26.5,Thiruvananthapuram
2023-10-20,25.6,86,0.4,26.4,26.3,Thiruvananthapuram
2023-10-21,26.0,88,1.6,26.9,26.6,Thiruvananthapuram
2023-10-22,25.3,91,36.4,26.7,26.8,Thiruvananthapuram
2023-10-23,24.8,90,33.9,26.0,26.3,Thiruvananthapuram
2023-10-24,25.6,89,8.7,26.5,26.3,Thiruvananthapuram
2023-10-25,25.8,87,5.5,26.5,26.6,Thiruvananthapuram
2023-10-26,25.5,89,9.2,26.5,26.6,Thiruvananthapuram
2023-10-27,25.4,90,22.6,26.4,26.5,Thiruvananthapuram
2023-10-28,25.4,89,6.8,26.5,26.6,Thiruvananthapuram
2023-10-29,25.3,90,23.4,26.4,26.6,Thiruvananthapuram
2023-10-30,25.0,92,10.6,25.8,26.1,Thiruvananthapuram
2023-10-31,25.8,88,9.5,26.5,26.4,Thiruvananthapuram
2023-11-01,26.0,86,2.4,26.9,26.8,Thiruvananthapuram
2023-11-02,25.6,90,8.7,26.7,26.8,Thiruvananthapuram
2023-11-03,25.3,92,25.9,26.3,26.6,Thiruvananthapuram
2023-11-04,24.1,95,34.2,25.0,25.9,Thiruvananthapuram
2023-11-05,25.7,87,5.7,26.5,26.1,Thiruvananthapuram
2023-11-06,25.7,88,6.6,26.6,26.7,Thiruvananthapuram
2023-11-07,25.6,88,7.8,26.3,26.4,Thiruvananthapuram
2023-11-08,25.3,90,11.0,26.1,26.5,Thiruvananthapuram
2023-11-09,24.9,92,39.2,25.6,26.0,Thiruvananthapuram
2023-11-10,25.3,91,16.6,25.9,26.0,Thiruvananthapuram
2023-11-11,25.9,89,10.9,26.5,26.4,Thiruvananthapuram
2023-11-12,26.5,83,0.0,27.2,26.8,Thiruvananthapuram
2023-11-13,26.6,82,0.0,27.2,27.1,Thiruvananthapuram
2023-11-14,25.9,87,9.0,27.0,27.2,Thiruvananthapuram
2023-11-15,26.0,87,1.5,27.3,27.1,Thiruvananthapuram
2023-11-16,26.4,86,6.5,27.3,27.2,Thiruvananthapuram
2023-11-17,26.4,88,5.6,27.4,27.2,Thiruvananthapuram
2023-11-18,25.7,91,12.2,26.9,27.2,Thiruvananthapuram
2023-11-19,25.1,93,24.2,25.9,26.4,Thiruvananthapuram
2023-11-20,26.4,83,0.0,26.8,26.4,Thiruvananthapuram
2023-11-21,26.3,84,16.2,27.3,27.2,Thiruvananthapuram
2023-11-22,25.2,92,31.3,26.1,26.7,Thiruvananthapuram
2023-11-23,25.0,91,11.7,25.5,25.9,Thiruvananthapuram
2023-11-24,26.4,84,0.6,26.9,26.5,Thiruvananthapuram
2023-11-25,26.4,86,1.0,27.2,27.0,Thiruvananthapuram
2023-11-26,27.0,79,0.5,27.5,27.3,Thiruvananthapuram
2023-11-27,26.8,78,0.5,27.5,27.4,Thiruvananthapuram
2023-11-28,26.6,83,1.3,27.6,27.5,Thiruvananthapuram
2023-11-29,26.6,82,0.3,27.5,27.4,Thiruvananthapuram
2023-11-30,26.4,83,4.0,27.5,27.5,Thiruvananthapuram
2023-12-01,26.3,88,9.0,27.2,27.3,Thiruvananthapuram
2023-12-02,25.4,90,26.3,26.4,26.8,Thiruvananthapuram
2023-12-03,25.4,90,3.3,26.3,26.6,Thiruvananthapuram
2023-12-04,25.9,90,3.5,26.9,27.0,Thiruvananthapuram
2023-12-05,26.6,88,1.5,27.4,27.2,Thiruvananthapuram
2023-12-06,26.7,85,0.4,27.7,27.6,Thiruvananthapuram
2023-12-07,26.8,83,0.0,27.8,27.7,Thiruvananthapuram
2023-12-08,26.3,85,8.5,27.2,27.6,Thiruvananthapuram
2023-12-09,26.1,89,2.6,26.9,27.0,Thiruvananthapuram
2023-12-10,26.3,88,3.3,27.1,27.2,Thiruvananthapuram
2023-12-11,26.5,86,19.7,27.4,27.3,Thiruvananthapuram
2023-12-12,26.1,88,25.8,27.2,27.3,Thiruvananthapuram
2023-12-13,26.4,84,0.1,27.4,27.3,Thiruvananthapuram
2023-12-14,26.4,77,0.0,27.2,27.1,Thiruvananthapuram
2023-12-15,26.6,77,8.7,27.2,27.3,Thiruvananthapuram
2023-12-16,25.1,91,17.4,25.5,26.3,Thiruvananthapuram
2023-12-17,23.9,97,134.4,24.5,25.4,Thiruvananthapuram
2023-12-18,23.7,96,118.8,24.0,24.8,Thiruvananthapuram
2023-12-19,26.5,82,0.4,26.4,25.7,Thiruvananthapuram
2023-12-20,26.9,78,0.0,27.3,26.9,Thiruvananthapuram
2023-12-21,26.9,78,0.1,27.3,27.2,Thiruvananthapuram
2023-12-22,26.5,81,0.0,27.4,27.3,Thiruvananthapuram
2023-12-23,25.5,81,0.0,26.9,27.0,Thiruvananthapuram
2023-12-24,26.1,76,0.1,27.0,26.9,Thiruvananthapuram
2023-12-25,27.0,75,0.0,27.6,27.4,Thiruvananthapuram
2023-12-26,26.7,75,0.0,27.6,27.5,Thiruvananthapuram
2023-12-27,26.7,73,0.0,27.4,27.3,Thiruvananthapuram
2023-12-28,27.2,75,0.0,28.0,27.8,Thiruvananthapuram
2023-12-29,27.6,73,0.0,28.5,28.1,Thiruvananthapuram
2023-12-30,27.1,76,0.8,28.5,28.2,Thiruvananthapuram
2023-12-31,27.1,77,0.0,28.6,28.2,Thiruvananthapuram
2024-01-01,26.8,76,0.0,27.9,28.0,Thiruvananthapuram
2024-01-02,27.1,76,0.5,28.4,27.8,Thiruvananthapuram
2024-01-03,27.1,79,1.6,28.8,28.3,Thiruvananthapuram
2024-01-04,27.3,78,0.9,29.0,28.4,Thiruvananthapuram
2024-01-05,27.0,82,1.3,28.6,28.4,Thiruvananthapuram
2024-01-06,26.2,87,18.7,27.4,27.8,Thiruvananthapuram
2024-01-07,25.6,90,13.4,26.9,27.4,Thiruvananthapuram
2024-01-08,26.0,89,5.0,26.7,27.0,Thiruvananthapuram
2024-01-09,25.2,90,15.8,25.9,26.8,Thiruvananthapuram
2024-01-10,25.8,82,5.0,26.3,26.6,Thiruvananthapuram
2024-01-11,26.8,73,0.0,27.2,27.0,Thiruvananthapuram
2024-01-12,27.4,67,0.0,28.1,27.7,Thiruvananthapuram
2024-01-13,26.2,72,0.0,27.5,27.6,Thiruvananthapuram
2024-01-14,26.1,75,0.0,27.5,27.5,Thiruvananthapuram
2024-01-15,25.6,77,0.0,27.3,27.4,Thiruvananthapuram
2024-01-16,25.1,75,0.0,27.0,27.2,Thiruvananthapuram
2024-01-17,25.5,67,0.0,27.0,27.1,Thiruvananthapuram
2024-01-18,25.3,70,0.0,26.6,26.9,Thiruvananthapuram
2024-01-19,26.3,81,1.5,27.8,27.5,Thiruvananthapuram
2024-01-20,27.0,80,2.4,28.2,27.8,Thiruvananthapuram
2024-01-21,27.6,75,0.0,29.0,28.1,Thiruvananthapuram
2024-01-22,28.0,76,0.0,29.9,28.7,Thiruvananthapuram
