date,temp_2m_C,rh_2m_percent,rain_mm,soil_temp_0_7_cm_C,soil_temp_7_28_cm_C,district
2024-05-23,26.4,93,146.7,26.5,27.3,Ernakulam
2024-05-24,26.4,92,62.7,26.6,27.2,Ernakulam
2024-05-25,26.2,91,66.9,26.8,27.3,Ernakulam
2024-05-26,26.4,92,27.0,27.1,27.2,Ernakulam
2024-05-27,26.3,93,56.7,26.9,27.4,Ernakulam
2024-05-28,25.6,95,171.9,26.4,27.4,Ernakulam
2024-05-29,26.5,90,28.3,27.1,27.3,Ernakulam
2024-05-30,26.4,91,87.4,27.1,27.4,Ernakulam
2024-05-31,26.8,92,38.8,27.6,27.8,Ernakulam
2024-06-01,27.2,90,10.1,28.0,28.0,Ernakulam
2024-06-02,26.5,92,33.2,27.5,28.1,Ernakulam
2024-06-03,26.2,91,33.6,27.5,27.9,Ernakulam
2024-06-04,26.9,90,13.0,28.1,28.3,Ernakulam
2024-06-05,26.4,91,36.2,27.8,28.3,Ernakulam
2024-06-06,26.0,92,37.4,27.2,27.9,Ernakulam
2024-06-07,26.0,92,15.2,26.8,27.4,Ernakulam
2024-06-08,25.5,93,37.9,26.3,27.1,Ernakulam
2024-06-09,26.3,90,12.6,27.3,27.4,Ernakulam
2024-06-10,26.4,90,10.6,28.0,28.0,Ernakulam
2024-06-11,26.4,90,13.6,27.7,28.0,Ernakulam
2024-06-12,25.8,91,8.9,26.9,27.5,Ernakulam
2024-06-13,26.4,90,9.4,27.7,27.6,Ernakulam
2024-06-14,27.1,89,2.0,28.7,28.3,Ernakulam
2024-06-15,27.2,87,1.2,28.8,28.7,Ernakulam
2024-06-16,27.1,88,5.7,28.8,28.8,Ernakulam
2024-06-17,26.7,89,24.6,27.9,28.5,Ernakulam
2024-06-18,25.9,90,29.2,27.5,28.1,Ernakulam
2024-06-19,25.5,92,26.8,26.5,27.4,Ernakulam
2024-06-20,25.2,92,34.6,26.1,26.9,Ernakulam
2024-06-21,25.3,92,29.4,26.0,26.6,Ernakulam
2024-06-22,25.5,91,32.1,26.2,26.6,Ernakulam
2024-06-23,25.7,91,50.8,26.0,26.5,Ernakulam
2024-06-24,25.5,91,43.7,25.9,26.5,Ernakulam
2024-06-25,25.5,92,53.2,25.9,26.4,Ernakulam
2024-06-26,25.7,92,47.0,25.6,26.2,Ernakulam
2024-06-27,25.5,91,26.7,25.8,26.1,Ernakulam
2024-06-28,26.2,89,6.4,27.4,26.8,Ernakulam
2024-06-29,26.5,89,4.9,28.0,27.7,Ernakulam
2024-06-30,26.1,92,18.0,27.4,27.7,Ernakulam
2024-07-01,25.9,91,13.3,26.9,27.5,Ernakulam
2024-07-02,26.7,89,3.1,27.5,27.4,Ernakulam
2024-07-03,26.5,89,9.3,28.1,28.0,Ernakulam
2024-07-04,26.7,88,14.4,27.9,27.9,Ernakulam
2024-07-05,26.1,89,5.9,27.8,28.0,Ernakulam
2024-07-06,26.1,88,5.8,27.4,27.6,Ernakulam
2024-07-07,26.4,88,5.4,27.8,27.7,Ernakulam
2024-07-08,25.3,90,25.7,25.9,26.9,Ernakulam
2024-07-09,25.8,88,5.5,27.0,26.8,Ernakulam
2024-07-10,25.9,88,35.4,27.4,27.5,Ernakulam
2024-07-11,26.7,87,0.6,28.0,27.7,Ernakulam
2024-07-12,25.9,90,23.7,26.9,27.6,Ernakulam
2024-07-13,25.5,91,33.3,25.8,26.5,Ernakulam
2024-07-14,25.5,91,14.7,26.2,26.5,Ernakulam
2024-07-15,25.4,91,39.3,25.6,26.3,Ernakulam
2024-07-16,25.9,89,35.4,26.0,26.2,Ernakulam
2024-07-17,25.5,91,25.5,25.9,26.4,Ernakulam
2024-07-18,25.4,91,27.2,25.6,26.1,Ernakulam
2024-07-19,25.5,90,6.7,26.1,26.1,Ernakulam
2024-07-20,26.7,89,8.6,27.6,27.1,Ernakulam
2024-07-21,27.0,88,4.0,28.2,27.8,Ernakulam
2024-07-22,26.3,90,3.6,27.4,27.8,Ernakulam
2024-07-23,26.6,88,3.5,28.1,27.7,Ernakulam
2024-07-24,26.5,88,2.5,28.0,27.9,Ernakulam
2024-07-25,25.9,89,12.4,26.9,27.5,Ernakulam
2024-07-26,26.4,89,11.8,26.9,27.1,Ernakulam
2024-07-27,26.3,89,7.0,27.0,27.1,Ernakulam
2024-07-28,25.9,89,15.6,26.8,27.2,Ernakulam
2024-07-29,24.8,93,44.2,25.7,26.6,Ernakulam
2024-07-30,25.1,93,33.6,25.5,26.1,Ernakulam
2024-07-31,25.0,93,22.0,25.7,26.0,Ernakulam
2024-08-01,25.5,91,5.9,26.4,26.3,Ernakulam
2024-08-02,25.9,89,4.9,27.2,27.0,Ernakulam
2024-08-03,26.3,87,4.1,27.7,27.5,Ernakulam
2024-08-04,26.1,89,8.8,27.3,27.3,Ernakulam
2024-08-05,26.1,89,8.1,27.4,27.5,Ernakulam
2024-08-06,25.9,89,7.9,27.1,27.3,Ernakulam
2024-08-07,26.2,90,2.4,27.3,27.4,Ernakulam
2024-08-08,25.7,90,16.5,26.6,27.0,Ernakulam
2024-08-09,26.2,89,1.3,27.5,27.2,Ernakulam
2024-08-10,26.1,89,11.4,27.1,27.4,Ernakulam
2024-08-11,26.8,87,3.5,27.6,27.5,Ernakulam
2024-08-12,26.9,88,32.2,27.7,27.7,Ernakulam
2024-08-13,26.3,90,16.7,27.8,27.7,Ernakulam
2024-08-14,26.2,90,8.3,27.5,27.6,Ernakulam
2024-08-15,26.7,89,1.6,28.3,28.0,Ernakulam
2024-08-16,26.5,91,10.5,27.8,28.2,Ernakulam
2024-08-17,26.6,88,5.0,28.0,27.9,Ernakulam
2024-08-18,26.4,88,0.8,27.9,27.8,Ernakulam
2024-08-19,26.4,89,10.4,27.8,28.0,Ernakulam
2024-08-20,26.3,90,14.1,27.6,27.7,Ernakulam
2024-08-21,26.1,88,11.7,27.1,27.3,Ernakulam
2024-08-22,26.3,87,2.6,27.4,27.4,Ernakulam
2024-08-23,26.7,87,1.6,28.1,27.9,Ernakulam
2024-08-24,26.1,87,7.1,27.3,27.8,Ernakulam
2024-08-25,26.7,84,5.4,28.0,27.9,Ernakulam
2024-08-26,26.4,85,6.3,27.9,27.9,Ernakulam
2024-08-27,26.0,88,7.6,27.4,27.7,Ernakulam
2024-08-28,25.8,89,4.0,27.5,27.8,Ernakulam
2024-08-29,25.2,90,12.7,26.7,27.5,Ernakulam
2024-08-30,25.1,90,26.3,26.2,26.8,Ernakulam
2024-08-31,25.6,90,7.5,26.0,26.6,Ernakulam
2024-09-01,25.6,90,13.7,26.2,26.7,Ernakulam
2024-09-02,26.1,89,7.4,27.0,26.8,Ernakulam
2024-09-03,25.4,89,12.1,26.7,27.0,Ernakulam
2024-09-04,26.1,88,5.1,27.2,27.2,Ernakulam
2024-09-05,26.7,86,3.5,27.8,27.6,Ernakulam
2024-09-06,26.3,87,2.8,27.7,27.7,Ernakulam
2024-09-07,26.8,87,4.5,28.0,27.8,Ernakulam
2024-09-08,25.9,89,10.6,27.1,27.6,Ernakulam
2024-09-09,25.6,90,22.6,26.3,26.9,Ernakulam
2024-09-10,25.9,88,9.9,26.9,26.9,Ernakulam
2024-09-11,25.3,90,10.3,26.7,27.0,Ernakulam
2024-09-12,26.2,88,1.3,27.5,27.3,Ernakulam
2024-09-13,26.8,88,1.7,28.4,28.0,Ernakulam
2024-09-14,26.5,86,8.5,27.8,27.9,Ernakulam
2024-09-15,26.8,87,4.6,27.9,27.8,Ernakulam
2024-09-16,27.1,87,1.2,28.4,28.0,Ernakulam
2024-09-17,26.9,86,3.0,28.3,28.1,Ernakulam
2024-09-18,26.7,86,2.3,28.2,28.1,Ernakulam
2024-09-19,26.3,88,1.3,28.3,28.1,Ernakulam
2024-09-20,26.3,87,1.9,28.1,28.0,Ernakulam
2024-09-21,26.4,86,2.1,28.0,28.0,Ernakulam
2024-09-22,26.4,86,5.9,27.8,27.9,Ernakulam
2024-09-23,26.1,88,25.7,27.1,27.5,Ernakulam
2024-09-24,26.4,87,4.6,27.5,27.3,Ernakulam
2024-09-25,26.6,87,4.7,27.8,27.6,Ernakulam
2024-09-26,26.6,88,1.7,28.1,27.9,Ernakulam
2024-09-27,26.7,88,3.6,28.2,28.0,Ernakulam
2024-09-28,27.0,88,0.4,28.4,28.2,Ernakulam
2024-09-29,26.9,90,17.1,28.8,28.4,Ernakulam
2024-09-30,26.9,87,10.7,28.6,28.4,Ernakulam
2024-10-01,26.8,88,1.4,28.5,28.5,Ernakulam
2024-10-02,27.0,89,3.6,28.3,28.3,Ernakulam
2024-10-03,27.1,86,4.1,28.1,28.1,Ernakulam
2024-10-04,27.0,88,6.8,28.4,28.3,Ernakulam
2024-10-05,26.1,88,1.0,27.3,27.8,Ernakulam
2024-10-06,26.4,89,15.9,27.8,27.9,Ernakulam
2024-10-07,25.4,91,23.4,26.6,27.2,Ernakulam
2024-10-08,26.5,87,2.3,27.5,27.3,Ernakulam
2024-10-09,25.9,91,28.9,27.0,27.6,Ernakulam
2024-10-10,25.5,91,8.8,26.7,27.0,Ernakulam
2024-10-11,25.8,89,15.2,26.7,27.1,Ernakulam
2024-10-12,26.2,85,30.0,27.2,27.0,Ernakulam
2024-10-13,26.3,85,2.9,27.4,27.5,Ernakulam
2024-10-14,25.5,89,23.8,26.5,27.0,Ernakulam
2024-10-15,25.0,91,21.7,25.7,26.1,Ernakulam
2024-10-16,25.4,90,10.4,26.1,26.2,Ernakulam
2024-10-17,26.0,89,3.5,27.2,26.8,Ernakulam
2024-10-18,26.2,89,1.5,27.8,27.6,Ernakulam
2024-10-19,26.3,88,2.5,27.9,27.8,Ernakulam
2024-10-20,26.8,87,0.4,28.2,27.9,Ernakulam
2024-10-21,26.4,90,20.9,27.7,27.9,Ernakulam
2024-10-22,27.0,89,1.1,28.6,28.3,Ernakulam
2024-10-23,26.1,89,13.8,27.8,28.0,Ernakulam
2024-10-24,25.4,92,20.7,26.5,27.1,Ernakulam
2024-10-25,25.1,93,29.6,25.8,26.4,Ernakulam
2024-10-26,25.8,90,13.6,26.7,26.5,Ernakulam
2024-10-27,26.2,87,2.0,27.3,27.1,Ernakulam
2024-10-28,26.7,86,1.3,27.7,27.6,Ernakulam
2024-10-29,26.6,87,0.6,28.0,27.8,Ernakulam
2024-10-30,26.9,87,0.5,28.4,28.2,Ernakulam
2024-10-31,27.2,86,1.2,28.8,28.5,Ernakulam
2024-11-01,26.2,89,3.9,28.1,28.2,Ernakulam
2024-11-02,25.7,89,29.9,27.4,27.8,Ernakulam
2024-11-03,25.5,90,11.7,27.0,27.4,Ernakulam
2024-11-04,25.3,89,8.0,27.0,27.3,Ernakulam
2024-11-05,25.9,87,0.6,27.3,27.2,Ernakulam
2024-11-06,26.2,88,1.2,27.9,27.8,Ernakulam
2024-11-07,26.8,87,1.3,28.5,28.1,Ernakulam
2024-11-08,26.0,91,11.3,27.6,28.0,Ernakulam
2024-11-09,26.4,88,0.5,28.1,27.8,Ernakulam
2024-11-10,26.5,86,1.4,28.0,28.0,Ernakulam
2024-11-11,26.5,85,1.6,28.3,28.2,Ernakulam
2024-11-12,26.9,86,0.8,28.6,28.4,Ernakulam
2024-11-13,27.7,83,1.5,29.6,28.7,Ernakulam
2024-11-14,26.5,88,16.3,28.3,28.8,Ernakulam
2024-11-15,26.9,87,14.2,28.3,28.2,Ernakulam
2024-11-16,26.9,86,12.5,28.1,28.0,Ernakulam
2024-11-17,27.1,86,2.2,28.5,28.2,Ernakulam
2024-11-18,27.5,80,0.0,28.5,28.3,Ernakulam
2024-11-19,28.2,79,0.4,29.4,28.7,Ernakulam
2024-11-20,26.3,87,7.2,27.5,28.5,Ernakulam
2024-11-21,27.6,80,0.2,29.1,28.4,Ernakulam
2024-11-22,27.9,80,0.4,30.2,28.9,Ernakulam
2024-11-23,28.1,78,0.3,31.3,29.6,Ernakulam
2024-11-24,28.2,77,0.8,31.7,30.2,Ernakulam
2024-11-25,28.0,78,1.9,31.7,30.7,Ernakulam
2024-11-26,26.4,86,14.7,28.3,29.9,Ernakulam
2024-11-27,26.6,84,1.8,27.1,28.1,Ernakulam
2024-11-28,27.3,82,0.1,28.0,27.9,Ernakulam
2024-11-29,28.1,77,0.2,28.7,28.4,Ernakulam
2024-11-30,27.5,79,2.3,28.2,28.4,Ernakulam
2024-12-01,26.7,87,11.0,27.7,28.2,Ernakulam
2024-12-02,25.3,91,33.3,26.2,27.2,Ernakulam
2024-12-03,26.2,87,4.8,27.4,27.0,Ernakulam
2024-12-04,26.4,87,1.9,27.7,27.8,Ernakulam
2024-12-05,26.4,88,3.1,27.8,27.8,Ernakulam
2024-12-06,27.0,85,0.2,28.2,27.9,Ernakulam
2024-12-07,26.8,87,2.7,28.4,28.3,Ernakulam
2024-12-08,26.9,85,1.2,28.6,28.3,Ernakulam
2024-12-09,27.0,86,0.3,28.7,28.4,Ernakulam
2024-12-10,26.5,85,4.8,28.5,28.5,Ernakulam
2024-12-11,27.2,81,0.0,28.5,28.3,Ernakulam
2024-12-12,25.6,90,35.6,26.2,27.8,Ernakulam
2024-12-13,25.9,88,23.1,26.3,26.7,Ernakulam
2024-12-14,25.9,88,3.7,26.4,26.6,Ernakulam
2024-12-15,26.5,83,0.0,27.0,26.7,Ernakulam
2024-12-16,26.6,74,0.0,27.2,27.2,Ernakulam
2024-12-17,27.2,78,0.0,28.0,27.7,Ernakulam
2024-12-18,26.6,81,0.0,27.7,27.8,Ernakulam
2024-12-19,27.1,79,0.1,28.3,27.9,Ernakulam
2024-12-20,27.4,82,0.5,29.2,28.4,Ernakulam
2024-12-21,27.5,81,0.4,29.1,28.7,Ernakulam
2024-12-22,27.4,80,2.4,29.1,28.7,Ernakulam
2024-12-23,27.1,73,0.4,29.4,28.8,Ernakulam
2024-12-24,26.5,74,0.0,29.3,28.8,Ernakulam
2024-12-25,26.5,77,0.1,29.4,29.0,Ernakulam
2024-12-26,26.9,79,0.3,30.1,29.2,Ernakulam
2024-12-27,27.2,80,1.9,30.0,29.5,Ernakulam
2024-12-28,28.0,75,0.0,30.7,29.7,Ernakulam
2024-12-29,28.1,74,0.1,31.3,30.1,Ernakulam
2024-12-30,28.2,76,0.5,31.5,30.4,Ernakulam
2024-12-31,28.9,72,0.3,31.9,30.6,Ernakulam
2023-01-01,27.0,63,0.0,28.6,28.0,Thrissur
2023-01-02,26.7,62,0.0,28.6,28.2,Thrissur
2023-01-03,26.4,62,0.0,28.3,28.0,Thrissur
2023-01-04,27.1,58,0.0,28.4,28.0,Thrissur
2023-01-05,27.2,58,0.0,28.4,28.0,Thrissur
2023-01-06,28.5,53,0.0,29.4,28.4,Thrissur
2023-01-07,28.6,51,0.0,29.7,28.9,Thrissur
2023-01-08,28.1,57,0.0,29.6,28.9,Thrissur
2023-01-09,27.5,59,0.0,29.1,28.8,Thrissur
2023-01-10,26.9,46,0.0,28.7,28.5,Thrissur
2023-01-11,26.1,56,0.0,28.1,28.0,Thrissur
2023-01-12,25.7,66,0.0,28.1,27.9,Thrissur
2023-01-13,26.0,66,0.0,28.1,27.8,Thrissur
2023-01-14,26.2,63,0.0,28.2,27.9,Thrissur
2023-01-15,26.1,65,0.0,28.2,28.0,Thrissur
2023-01-16,26.3,65,0.0,28.4,28.1,Thrissur
2023-01-17,26.3,67,0.0,28.5,28.2,Thrissur
2023-01-18,26.9,58,0.0,28.8,28.4,Thrissur
2023-01-19,27.3,46,0.0,28.9,28.4,Thrissur
2023-01-20,26.9,47,0.0,28.5,28.3,Thrissur
2023-01-21,27.2,57,0.0,28.8,28.2,Thrissur
2023-01-22,27.2,59,0.0,28.6,28.3,Thrissur
2023-01-23,27.8,60,0.0,29.5,28.7,Thrissur
2023-01-24,26.7,74,6.8,28.2,28.6,Thrissur
2023-01-25,26.6,73,0.1,27.7,27.6,Thrissur
2023-01-26,26.3,66,0.0,28.2,28.0,Thrissur
2023-01-27,26.1,71,0.0,28.2,28.1,Thrissur
2023-01-28,26.7,62,0.0,28.4,28.1,Thrissur
2023-01-29,26.8,60,0.0,28.8,28.4,Thrissur
2023-01-30,27.4,67,0.7,29.0,28.6,Thrissur
2023-01-31,27.4,70,1.0,29.2,28.7,Thrissur
2023-02-01,28.4,61,0.0,29.8,28.9,Thrissur
2023-02-02,28.6,53,0.0,29.6,29.1,Thrissur
2023-02-03,27.9,59,1.0,29.3,29.0,Thrissur
2023-02-04,28.2,67,0.4,29.6,28.9,Thrissur
2023-02-05,28.2,65,0.0,30.3,29.4,Thrissur
2023-02-06,27.4,56,0.0,30.1,29.6,Thrissur
2023-02-07,27.4,69,0.0,30.2,29.6,Thrissur
2023-02-08,28.0,65,0.0,30.5,29.8,Thrissur
2023-02-09,27.5,69,0.3,30.4,29.9,Thrissur
2023-02-10,27.9,60,0.0,30.3,29.9,Thrissur
2023-02-11,27.1,59,0.0,29.8,29.6,Thrissur
2023-02-12,27.2,66,0.0,30.0,29.5,Thrissur
2023-02-13,26.9,64,0.0,29.8,29.4,Thrissur
2023-02-14,26.7,64,0.0,29.9,29.5,Thrissur
2023-02-15,27.4,60,0.0,30.1,29.5,Thrissur
2023-02-16,27.5,61,0.0,30.2,29.6,Thrissur
2023-02-17,27.1,61,0.0,30.0,29.6,Thrissur
2023-02-18,26.6,72,0.0,29.9,29.5,Thrissur
2023-02-19,27.7,66,0.0,30.4,29.6,Thrissur
2023-02-20,28.0,67,0.0,30.8,30.0,Thrissur
2023-02-21,28.8,67,0.0,31.2,30.2,Thrissur
2023-02-22,28.6,58,0.0,31.3,30.5,Thrissur
2023-02-23,28.2,52,0.0,31.0,30.5,Thrissur
2023-02-24,27.5,63,0.0,30.6,30.3,Thrissur
2023-02-25,28.4,62,0.0,30.9,30.2,Thrissur
2023-02-26,28.9,45,0.0,30.8,30.3,Thrissur
2023-02-27,28.4,42,0.0,30.4,30.1,Thrissur
2023-02-28,28.2,50,0.0,30.4,30.0,Thrissur
2023-03-01,29.7,58,2.7,31.2,30.5,Thrissur
2023-03-02,29.5,49,0.0,31.3,30.3,Thrissur
2023-03-03,28.9,40,0.0,31.1,30.5,Thrissur
2023-03-04,28.6,47,0.0,31.0,30.3,Thrissur
2023-03-05,29.0,59,0.0,31.5,30.7,Thrissur
2023-03-06,29.2,55,0.0,31.7,30.9,Thrissur
2023-03-07,29.0,52,0.0,31.5,30.9,Thrissur
2023-03-08,28.9,57,0.0,31.6,30.9,Thrissur
2023-03-09,29.6,54,0.0,32.0,31.1,Thrissur
2023-03-10,29.2,58,0.0,31.9,31.3,Thrissur
2023-03-11,29.0,60,0.0,31.8,31.2,Thrissur
2023-03-12,29.6,58,0.0,32.1,31.3,Thrissur
2023-03-13,29.5,62,0.0,32.3,31.6,Thrissur
2023-03-14,29.7,67,6.1,32.4,31.7,Thrissur
2023-03-15,28.1,76,6.1,31.0,31.3,Thrissur
2023-03-16,27.8,78,3.9,30.3,30.5,Thrissur
2023-03-17,28.3,74,2.9,30.6,30.3,Thrissur
2023-03-18,28.4,70,1.0,30.7,30.5,Thrissur
2023-03-19,27.5,75,4.2,29.9,30.0,Thrissur
2023-03-20,28.3,68,1.9,30.5,30.0,Thrissur
2023-03-21,28.8,57,0.0,31.4,30.6,Thrissur
2023-03-22,28.3,66,0.0,31.2,30.8,Thrissur
2023-03-23,28.9,71,0.1,31.8,31.0,Thrissur
2023-03-24,28.9,72,2.1,31.6,31.2,Thrissur
2023-03-25,29.5,67,1.5,32.1,31.2,Thrissur
2023-03-26,29.0,72,1.1,31.8,31.4,Thrissur
2023-03-27,29.3,68,0.0,32.4,31.4,Thrissur
2023-03-28,29.8,69,0.1,32.6,31.7,Thrissur
2023-03-29,29.0,77,6.2,31.5,31.6,Thrissur
2023-03-30,29.0,74,0.7,31.9,31.3,Thrissur
2023-03-31,29.1,71,0.0,32.2,31.4,Thrissur
2023-04-01,28.8,73,1.6,31.6,31.4,Thrissur
2023-04-02,28.9,71,0.9,31.6,31.2,Thrissur
2023-04-03,29.0,68,1.7,31.6,31.1,Thrissur
2023-04-04,28.7,61,1.6,31.3,31.2,Thrissur
2023-04-05,28.7,69,2.2,31.6,31.1,Thrissur
2023-04-06,28.8,76,1.5,31.3,30.7,Thrissur
2023-04-07,28.2,80,3.7,30.8,30.6,Thrissur
2023-04-08,29.2,72,1.5,31.5,30.7,Thrissur
2023-04-09,29.3,68,1.6,31.8,31.2,Thrissur
2023-04-10,29.4,70,0.0,31.9,31.1,Thrissur
2023-04-11,29.9,72,0.2,32.5,31.5,Thrissur
2023-04-12,30.0,73,0.7,33.0,31.9,Thrissur
2023-04-13,30.1,72,0.1,33.2,32.3,Thrissur
2023-04-14,29.9,74,0.5,33.1,32.5,Thrissur
2023-04-15,30.0,70,0.0,33.2,32.5,Thrissur
2023-04-16,29.9,72,0.2,33.1,32.5,Thrissur
2023-04-17,29.9,74,0.1,33.2,32.6,Thrissur
2023-04-18,29.9,75,1.1,33.2,32.6,Thrissur
2023-04-19,29.7,77,3.0,32.7,32.3,Thrissur
2023-04-20,29.9,74,4.8,32.4,32.2,Thrissur
2023-04-21,29.0,78,9.1,31.1,31.8,Thrissur
2023-04-22,28.4,79,7.3,30.5,31.0,Thrissur
2023-04-23,28.8,78,3.7,30.7,30.7,Thrissur
2023-04-24,29.6,75,7.6,31.4,30.9,Thrissur
2023-04-25,27.6,83,18.3,30.0,30.5,Thrissur
2023-04-26,27.5,83,16.2,29.6,29.8,Thrissur
2023-04-27,28.6,79,3.9,30.3,29.9,Thrissur
2023-04-28,27.8,82,14.6,30.1,30.3,Thrissur
2023-04-29,26.7,87,35.9,28.6,29.4,Thrissur
2023-04-30,27.5,84,17.9,28.9,29.0,Thrissur
2023-05-01,26.8,86,36.1,28.5,29.0,Thrissur
2023-05-02,26.7,85,22.3,28.1,28.5,Thrissur
2023-05-03,26.7,86,4.8,27.9,28.3,Thrissur
2023-05-04,28.0,79,0.1,29.2,28.8,Thrissur
2023-05-05,27.4,81,2.2,28.6,29.1,Thrissur
2023-05-06,27.5,82,1.1,28.5,28.9,Thrissur
2023-05-07,27.0,84,6.5,27.7,28.4,Thrissur
2023-05-08,28.6,78,7.8,29.3,28.8,Thrissur
2023-05-09,27.7,84,16.4,28.9,29.0,Thrissur
2023-05-10,27.5,87,12.9,28.6,28.7,Thrissur
2023-05-11,26.5,89,14.8,28.1,28.6,Thrissur
2023-05-12,27.4,86,10.7,28.5,28.5,Thrissur
2023-05-13,27.9,84,5.2,29.2,29.0,Thrissur
2023-05-14,28.5,84,5.3,29.7,29.2,Thrissur
2023-05-15,28.3,83,1.3,30.0,29.6,Thrissur
2023-05-16,29.3,79,0.7,30.6,29.9,Thrissur
2023-05-17,29.2,82,5.2,30.7,30.3,Thrissur
2023-05-18,29.3,81,4.0,30.7,30.4,Thrissur
2023-05-19,27.5,87,8.4,29.2,29.7,Thrissur
2023-05-20,27.9,86,6.9,29.2,29.3,Thrissur
2023-05-21,27.5,86,16.1,28.9,29.0,Thrissur
2023-05-22,26.8,89,12.0,28.2,28.6,Thrissur
2023-05-23,27.7,85,5.3,28.8,28.6,Thrissur
2023-05-24,27.6,84,7.0,28.8,28.9,Thrissur
2023-05-25,27.3,86,3.2,28.6,28.7,Thrissur
2023-05-26,27.0,86,6.2,28.3,28.6,Thrissur
2023-05-27,27.8,83,2.9,29.0,28.8,Thrissur
2023-05-28,28.5,82,10.6,29.3,29.1,Thrissur
2023-05-29,28.4,84,7.1,29.6,29.5,Thrissur
2023-05-30,27.6,88,9.1,29.0,29.2,Thrissur
2023-05-31,27.1,89,15.6,28.3,28.7,Thrissur
2023-06-01,26.9,86,19.8,28.2,28.4,Thrissur
2023-06-02,27.8,86,5.4,28.9,28.7,Thrissur
2023-06-03,27.6,85,33.7,29.0,28.8,Thrissur
2023-06-04,27.5,84,10.1,28.7,28.7,Thrissur
2023-06-05,27.8,83,3.0,29.4,29.0,Thrissur
2023-06-06,27.9,84,1.4,29.1,28.8,Thrissur
2023-06-07,25.7,90,16.7,27.4,28.3,Thrissur
2023-06-08,26.3,89,5.8,27.6,27.9,Thrissur
2023-06-09,25.8,90,23.3,27.1,27.8,Thrissur
2023-06-10,25.9,90,11.2,26.8,27.2,Thrissur
2023-06-11,26.8,88,16.8,27.6,27.3,Thrissur
2023-06-12,25.7,92,24.8,26.8,27.3,Thrissur
2023-06-13,26.1,89,16.1,26.8,27.1,Thrissur
2023-06-14,26.5,86,9.2,27.5,27.4,Thrissur
2023-06-15,27.7,85,4.7,28.4,28.0,Thrissur
2023-06-16,27.8,83,2.6,29.1,28.6,Thrissur
2023-06-17,26.7,86,5.7,28.3,28.6,Thrissur
2023-06-18,26.3,88,6.0,27.2,27.8,Thrissur
2023-06-19,26.3,89,6.8,27.3,27.5,Thrissur
2023-06-20,26.4,89,8.0,27.2,27.5,Thrissur
2023-06-21,26.5,89,5.4,27.5,27.4,Thrissur
2023-06-22,26.6,88,6.4,27.4,27.4,Thrissur
2023-06-23,26.4,88,4.1,27.4,27.5,Thrissur
2023-06-24,26.7,86,3.0,28.1,27.7,Thrissur
2023-06-25,25.8,89,28.7,27.4,28.0,Thrissur
2023-06-26,25.8,89,13.5,26.9,27.3,Thrissur
2023-06-27,24.4,95,46.7,25.5,26.7,Thrissur
2023-06-28,25.8,89,7.8,26.7,26.5,Thrissur
2023-06-29,24.8,93,18.9,26.0,26.6,Thrissur
2023-06-30,25.7,89,6.4,26.5,26.5,Thrissur
2023-07-01,26.7,87,5.7,27.3,27.1,Thrissur
2023-07-02,26.0,90,16.6,27.0,27.2,Thrissur
2023-07-03,24.9,92,23.9,25.7,26.4,Thrissur
2023-07-04,24.6,94,61.4,24.8,25.6,Thrissur
2023-07-05,24.6,94,92.3,24.7,25.3,Thrissur
2023-07-06,24.4,94,60.3,24.6,25.3,Thrissur
2023-07-07,24.1,95,36.7,25.0,25.3,Thrissur
2023-07-08,24.8,93,21.9,25.5,25.5,Thrissur
2023-07-09,26.2,87,1.6,27.0,26.2,Thrissur
2023-07-10,26.0,91,6.4,27.0,27.0,Thrissur
2023-07-11,25.7,90,10.2,26.7,26.8,Thrissur
2023-07-12,25.9,87,7.1,27.2,26.9,Thrissur
2023-07-13,25.4,90,19.3,26.3,26.7,Thrissur
2023-07-14,25.6,89,2.3,26.4,26.3,Thrissur
2023-07-15,26.2,88,10.8,27.0,26.8,Thrissur
2023-07-16,26.6,87,4.9,27.7,27.3,Thrissur
2023-07-17,25.9,89,3.6,27.3,27.4,Thrissur
2023-07-18,25.6,89,8.1,27.0,27.3,Thrissur
2023-07-19,25.1,90,9.4,26.2,26.7,Thrissur
2023-07-20,26.1,87,5.3,27.0,26.7,Thrissur
2023-07-21,25.8,88,5.4,26.9,26.9,Thrissur
2023-07-22,25.3,89,17.8,26.6,26.7,Thrissur
2023-07-23,24.6,92,30.3,25.7,26.4,Thrissur
2023-07-24,24.5,93,27.6,25.3,25.9,Thrissur
2023-07-25,24.6,92,17.2,25.4,25.6,Thrissur
2023-07-26,24.9,91,9.5,25.7,25.7,Thrissur
2023-07-27,25.7,88,14.9,26.8,26.3,Thrissur
2023-07-28,26.2,86,1.3,27.3,26.8,Thrissur
2023-07-29,26.5,83,0.6,27.7,27.2,Thrissur
2023-07-30,26.4,84,1.0,27.9,27.5,Thrissur
2023-07-31,26.5,85,2.1,27.8,27.6,Thrissur
2023-08-01,26.5,85,1.1,28.0,27.7,Thrissur
2023-08-02,26.2,87,1.5,27.9,27.8,Thrissur
2023-08-03,26.6,84,4.0,27.7,27.7,Thrissur
2023-08-04,25.9,88,5.5,27.5,27.5,Thrissur
2023-08-05,26.1,86,1.9,27.4,27.5,Thrissur
2023-08-06,26.5,86,2.4,27.9,27.7,Thrissur
2023-08-07,26.8,86,0.7,28.4,28.0,Thrissur
